,CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,CNPJ
17,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2007-08-10,0.11,Percentual,Por evento,04902979
18,0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,04902979
19,0402,Manutenção de conta ativa,por conta,2019-03-28,45.0,Real,A cada 30 dias,04902979
20,0403,Manutenção de conta inativa,por conta,2016-05-19,25.0,Real,A cada 180 dias,04902979
21,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2019-04-06,60.0,Real,Por evento,04902979
22,0405,Concessão de cheque especial/conta garantida,por conta,2007-08-10,100.0,Real,Por evento,04902979
23,0406,Renovação de cheque especial/conta garantida,por conta,2007-08-10,100.0,Real,A cada 90 dias,04902979
24,0407,Débito autorizado em conta-corrente,por operacao,2010-04-01,3.5,Real,Por evento,04902979
25,0408,Banco domestico-conta principal (com limite de acessos),por conta,2005-01-23,0.0,Real,A cada 0 dias,04902979
26,0409,Banco doméstico-conta secundária (com limite de acessos),por conta,2005-01-23,0.0,Real,A cada 0 dias,04902979
27,0501,Saque em caixa automática externa/banco 24 horas,por saque,2017-06-30,3.0,Real,Por evento,04902979
28,0502,Emissão de DOC C,por operacao,2019-03-28,18.0,Real,Por evento,04902979
29,0503,Emissão de DOC D,por operacao,2019-03-28,18.0,Real,Por evento,04902979
30,0505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,04902979
31,0506,Transferência Eletrônica Disponível - TED,Por Operação,2019-03-28,19.0,Real,Por evento,04902979
32,0601,Em terminal  eletrônico,por emissao,2015-07-10,3.0,Real,Por evento,04902979
33,0602,Por outros meios,por emissao,2019-03-28,3.0,Real,Por evento,04902979
34,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2000-11-01,10.0,Real,Por evento,04902979
35,0701,Entrada por borderô (listagem de titulos),por titulo,2013-09-16,10.0,Real,Por evento,04902979
36,0702,Entrada por meio magnético,por titulo,2019-03-28,5.5,Real,Por evento,04902979
37,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2015-07-10,6.0,Real,Por evento,04902979
38,0704,Manutenção de título vencido,por titulo,2017-06-30,5.9,Real,A cada 30 dias,04902979
39,0705,Envio para protesto,por titulo,2017-06-30,9.0,Real,Por evento,04902979
40,0706,Sustação de protesto,por titulo,2018-09-22,9.0,Real,Por evento,04902979
41,0707,Devolução de título,por titulo,2015-07-10,6.5,Real,Por evento,04902979
42,0801,Abertura de crédito,por operacao,2003-06-02,2.0,Percentual,Por evento,04902979
43,0802,Renegociação de dívida,por operacao,2007-11-18,1.0,Percentual,Por evento,04902979
44,0803,Substituição de garantia,por operacao,2007-11-18,1.0,Percentual,Por evento,04902979
45,0804,Custódia de cheque pré-datado,por operacao,2015-07-10,0.6,Real,Por evento,04902979
46,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2005-05-14,0.0,Real,Por evento,04902979
47,0901,Segunda via de documento,por copia,2016-06-06,6.0,Real,Por evento,04902979
48,0902,Ressarcimento de despesas-telefonema,por chamada,2002-05-02,8.0,Real,Por evento,04902979
49,0903,Ressarcimento de despesas-fax,por folha,2002-05-02,8.0,Real,Por evento,04902979
50,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,04902979
51,0905,Pagamento de funcionários via relação,por funcionario,2005-01-23,3.0,Real,Por evento,04902979
52,0906,Pagamento de funcionários via meio magnético,por funcionario,1997-12-01,2.0,Real,Por evento,04902979
53,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2017-11-16,270.0,Real,Por evento,04902979
54,1003,Exportação: Liquidação com Ordem de Pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
55,1004,Exportação: Conferência de Documentos,Por Operação,2010-01-25,100.0,Real,Por evento,04902979
56,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),Por Operação,2018-09-23,90.0,Real,Por evento,04902979
57,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2017-11-16,270.0,Real,Por evento,04902979
58,1007,Importação: Emissão de Ordem de Pagamento,Por Operação,2007-11-18,100.0,Real,Por evento,04902979
59,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),Por Operação,2018-09-23,90.0,Real,Por evento,04902979
60,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2007-11-18,100.0,Real,Por evento,04902979
61,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
62,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2010-01-25,100.0,Real,Por evento,04902979
63,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,Por Operação,2009-12-28,0.0,Real,Por evento,04902979
0,0101,Confecção de ficha cadastral,por cliente,2009-11-03,50.0,Real,Por evento,10690848
1,0102,Renovação de ficha cadastral,por cliente,2011-10-04,50.0,Real,A cada 360 dias,10690848
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2009-07-16,25.0,Real,Por evento,10690848
3,0303,Cheque administrativo,por cheque,2011-04-02,30.0,Real,Por evento,10690848
4,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2009-11-03,25.0,Real,Por evento,10690848
5,0401,Abertura de conta,por conta,2009-11-03,50.0,Real,Por evento,10690848
6,0402,Manutenção de conta ativa,por conta,2019-04-02,120.0,Real,A cada 180 dias,10690848
7,0403,Manutenção de conta inativa,por conta,2019-04-02,120.0,Real,A cada 180 dias,10690848
8,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2011-04-02,20.0,Real,Por evento,10690848
9,0405,Concessão de cheque especial/conta garantida,por conta,2011-04-02,500.0,Real,Por evento,10690848
10,0406,Renovação de cheque especial/conta garantida,por conta,2011-04-02,500.0,Real,A cada 180 dias,10690848
11,0407,Débito autorizado em conta-corrente,por operacao,2011-04-02,25.0,Real,Por evento,10690848
12,0502,Emissão de DOC C,por operacao,2009-07-16,15.0,Real,Por evento,10690848
13,0503,Emissão de DOC D,por operacao,2009-07-16,15.0,Real,Por evento,10690848
14,0504,Ordem de Pagamento,por operacao,2009-11-03,30.0,Real,Por evento,10690848
15,0506,Transferência Eletrônica Disponível - TED,Por Operação,2017-06-02,15.0,Real,Por evento,10690848
16,0602,Por outros meios,por emissao,2013-04-02,2.5,Real,Por evento,10690848
17,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2009-11-03,6.0,Real,Por evento,10690848
18,0701,Entrada por borderô (listagem de titulos),por titulo,2009-11-03,500.0,Real,Por evento,10690848
19,0702,Entrada por meio magnético,por titulo,2011-04-02,5.0,Real,Por evento,10690848
20,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2011-04-02,5.0,Real,Por evento,10690848
21,0704,Manutenção de título vencido,por titulo,2009-11-03,5.0,Real,A cada 180 dias,10690848
22,0705,Envio para protesto,por titulo,2009-11-03,6.0,Real,Por evento,10690848
23,0706,Sustação de protesto,por titulo,2009-11-03,6.0,Real,Por evento,10690848
24,0707,Devolução de título,por titulo,2009-11-03,5.0,Real,Por evento,10690848
25,0801,Abertura de crédito,por operacao,2018-10-02,1000.0,Real,Por evento,10690848
26,0802,Renegociação de dívida,por operacao,2017-06-02,500.0,Real,Por evento,10690848
27,0803,Substituição de garantia,por operacao,2009-07-16,100.0,Real,Por evento,10690848
28,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2012-10-02,1000.0,Real,Por evento,10690848
29,0901,Segunda via de documento,por copia,2013-04-02,15.0,Real,Por evento,10690848
30,0902,Ressarcimento de despesas-telefonema,por chamada,2009-07-16,0.0,Real,Por evento,10690848
31,0903,Ressarcimento de despesas-fax,por folha,2009-11-03,0.0,Real,Por evento,10690848
32,0904,Envelopamento de documentos,por envelope,2013-04-02,300.0,Real,Por evento,10690848
33,0905,Pagamento de funcionários via relação,por funcionario,2017-06-02,20.0,Real,Por evento,10690848
34,0906,Pagamento de funcionários via meio magnético,por funcionario,2017-06-02,20.0,Real,Por evento,10690848
35,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2015-10-01,300.0,Real,Por evento,10690848
36,1004,Exportação: Conferência de Documentos,Por Operação,2009-07-17,0.0,Real,Por evento,10690848
37,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2015-10-01,300.0,Real,Por evento,10690848
38,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2015-10-01,300.0,Real,Por evento,10690848
39,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,Por Operação,2020-07-02,1500.0,Real,Por evento,10690848
40,1015,Financeiro - Ingresso de Recursos: Confecção de Cadastro no Cademp,Por Operação,2020-07-02,750.0,Real,Por evento,10690848
41,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2015-10-01,300.0,Real,Por evento,10690848
42,1019,Financeiro - Remessa de Recursos: Alteração de ROF,Por Operação,2020-07-02,1500.0,Real,Por evento,10690848
0,0101,Confecção de ficha cadastral,por cliente,2017-08-17,200.0,Real,Por evento,33042151
1,0102,Renovação de ficha cadastral,por cliente,2017-08-17,200.0,Real,A cada 360 dias,33042151
2,0103,Consultas a serviços de proteção ao crédito,por consulta,1996-07-25,0.0,Real,Por evento,33042151
3,0301,Talão-10 folhas,por talao,2017-08-17,10.0,Real,Por evento,33042151
4,0302,Talão-20 folhas (segundo talão no mês),por talao,2017-08-17,20.0,Real,Por evento,33042151
5,0303,Cheque administrativo,por cheque,2015-01-08,30.0,Real,Por evento,33042151
6,0304,Cheque avulso,por cheque,2017-08-17,15.0,Real,Por evento,33042151
7,0305,Cheque devolvido por insuficiência de fundos,por cheque,2014-03-11,30.0,Real,Por evento,33042151
8,0306,Oposição/sustação de pagamento de cheque,por cheque,2014-03-11,30.0,Real,Por evento,33042151
9,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2015-01-08,40.0,Real,Por evento,33042151
10,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-08-17,100.0,Real,Por evento,33042151
11,0310,Cobrança de cheque por compensação,por cheque,1996-07-25,0.0,Real,Por evento,33042151
12,0311,Cheque TB (Transferência Bancária sem CPMF),por cheque,1996-07-25,0.0,Real,Por evento,33042151
13,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2009-12-14,0.0,Real,Por evento,33042151
14,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2004-08-01,10.0,Real,Por evento,33042151
15,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2004-08-01,10.0,Real,Por evento,33042151
16,0401,Abertura de conta,por conta,2004-07-01,30.0,Real,Por evento,33042151
17,0402,Manutenção de conta ativa,por conta,2017-08-17,30.0,Real,A cada 30 dias,33042151
18,0403,Manutenção de conta inativa,por conta,2014-03-11,100.0,Real,A cada 180 dias,33042151
19,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2005-04-15,15.0,Percentual,Por evento,33042151
20,0405,Concessão de cheque especial/conta garantida,por conta,2017-08-17,30.0,Real,Por evento,33042151
21,0406,Renovação de cheque especial/conta garantida,por conta,2017-08-17,60.0,Real,A cada 120 dias,33042151
22,0407,Débito autorizado em conta-corrente,por operacao,2017-08-17,10.0,Real,Por evento,33042151
23,0505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,33042151
24,0506,Transferência Eletrônica Disponível - TED,Por Operação,2017-08-17,20.0,Real,Por evento,33042151
25,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2017-08-17,10.0,Real,Por evento,33042151
26,0701,Entrada por borderô (listagem de titulos),por titulo,2017-08-17,10.0,Real,Por evento,33042151
27,0702,Entrada por meio magnético,por titulo,2017-08-17,10.0,Real,Por evento,33042151
28,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2017-08-17,10.0,Real,Por evento,33042151
29,0704,Manutenção de título vencido,por titulo,2004-07-01,0.0,Real,A cada 0 dias,33042151
30,0705,Envio para protesto,por titulo,2017-08-17,10.0,Real,Por evento,33042151
31,0706,Sustação de protesto,por titulo,2017-08-17,10.0,Real,Por evento,33042151
32,0707,Devolução de título,por titulo,2017-08-17,10.0,Real,Por evento,33042151
33,0801,Abertura de crédito,por operacao,2004-07-01,0.0,Real,Por evento,33042151
34,0802,Renegociação de dívida,por operacao,2004-07-01,0.0,Real,Por evento,33042151
35,0803,Substituição de garantia,por operacao,2004-07-01,0.0,Real,Por evento,33042151
36,0804,Custódia de cheque pré-datado,por operacao,2015-01-08,0.0,Real,Por evento,33042151
37,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2005-04-15,200.0,Real,Por evento,33042151
38,0901,Segunda via de documento,por copia,2017-09-17,10.0,Real,Por evento,33042151
39,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2017-11-10,96.0,Real,Por evento,33042151
40,1003,Exportação: Liquidação com Ordem de Pagamento,Por Operação,2017-11-10,0.12,Percentual,Por evento,33042151
41,1004,Exportação: Conferência de Documentos,Por Operação,2017-11-10,0.12,Percentual,Por evento,33042151
42,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),Por Operação,2017-11-10,0.0,Real,Por evento,33042151
43,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2017-11-10,96.0,Real,Por evento,33042151
44,1007,Importação: Emissão de Ordem de Pagamento,Por Operação,2017-11-10,0.2,Percentual,Por evento,33042151
45,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),Por Operação,2017-11-10,160.0,Real,Por evento,33042151
46,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),Por Operação,2017-11-10,0.0,Real,Por evento,33042151
47,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2017-11-10,96.0,Real,Por evento,33042151
48,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,Por Operação,2017-11-10,0.3,Percentual,Por evento,33042151
49,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,Por Operação,2004-07-01,500.0,Real,Por evento,33042151
50,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,Por Operação,2004-07-01,500.0,Real,Por evento,33042151
51,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2017-11-10,96.0,Real,Por evento,33042151
52,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,Por Operação,2017-11-10,0.3,Percentual,Por evento,33042151
53,1019,Financeiro - Remessa de Recursos: Alteração de ROF,Por Operação,2009-12-24,250.0,Real,Por evento,33042151
0,0101,Confecção de ficha cadastral,por cliente,2021-11-01,4000.0,Real,Por evento,92874270
1,0102,Renovação de ficha cadastral,por cliente,2021-11-01,350.0,Real,A cada 180 dias,92874270
2,0103,Consultas a serviços de proteção ao crédito,por consulta,1996-07-25,0.0,Real,Por evento,92874270
3,0206,Cartão multiplo-internacional-anuidade do contrato,por cartao,2017-09-10,650.0,Real,A cada 365 dias,92874270
4,0207,Cartão multiplo-internacional-confecção do cartão,por cartao,2021-11-01,20.0,Real,Por evento,92874270
5,0210,Cartão multiplo adicional-intern.-anuidade do contrato,por cartao,2017-09-10,650.0,Real,A cada 365 dias,92874270
6,0211,Cartão multiplo adicional-Intern.-confecção do cartão,por cartao,2021-11-01,20.0,Real,Por evento,92874270
7,0303,Cheque administrativo,por cheque,2008-04-30,10.0,Real,Por evento,92874270
8,0304,Cheque avulso,por cheque,2008-04-30,10.0,Real,Por evento,92874270
9,0305,Cheque devolvido por insuficiência de fundos,por cheque,2017-08-26,10.0,Real,Por evento,92874270
10,0306,Oposição/sustação de pagamento de cheque,por cheque,2017-08-26,11.0,Real,Por evento,92874270
11,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-08-26,50.0,Real,Por evento,92874270
12,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2009-11-27,0.0,Real,Por evento,92874270
13,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2009-11-27,0.0,Real,Por evento,92874270
14,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2009-11-27,0.0,Real,Por evento,92874270
15,0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,92874270
16,0402,Manutenção de conta ativa,por conta,2019-11-07,178.13,Real,A cada 30 dias,92874270
17,0403,Manutenção de conta inativa,por conta,1996-07-25,0.0,Real,A cada 0 dias,92874270
18,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2009-11-27,0.0,Real,Por evento,92874270
19,0405,Concessão de cheque especial/conta garantida,por conta,2021-11-01,0.0,Real,Por evento,92874270
20,0406,Renovação de cheque especial/conta garantida,por conta,2021-11-01,0.0,Real,A cada 0 dias,92874270
21,0407,Débito autorizado em conta-corrente,por operacao,1996-07-25,0.0,Real,Por evento,92874270
22,0502,Emissão de DOC C,por operacao,2021-11-01,15.0,Real,Por evento,92874270
23,0503,Emissão de DOC D,por operacao,2021-11-01,15.0,Real,Por evento,92874270
24,0504,Ordem de Pagamento,por operacao,2021-11-01,30.0,Real,Por evento,92874270
25,0506,Transferência Eletrônica Disponível - TED,Por Operação,2021-11-01,15.0,Real,Por evento,92874270
26,0602,Por outros meios,por emissao,2020-01-29,0.0,Real,Por evento,92874270
27,0701,Entrada por borderô (listagem de titulos),por titulo,2021-11-01,150.0,Real,Por evento,92874270
28,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2019-08-01,4.9,Real,Por evento,92874270
29,0704,Manutenção de título vencido,por titulo,2021-11-01,10.0,Real,A cada 30 dias,92874270
30,0705,Envio para protesto,por titulo,2021-11-01,15.0,Real,Por evento,92874270
31,0706,Sustação de protesto,por titulo,2021-11-01,15.0,Real,Por evento,92874270
32,0707,Devolução de título,por titulo,1996-07-25,0.0,Real,Por evento,92874270
33,0801,Abertura de crédito,por operacao,2021-11-01,750.0,Real,Por evento,92874270
34,0802,Renegociação de dívida,por operacao,2021-11-01,750.0,Real,Por evento,92874270
35,0803,Substituição de garantia,por operacao,2021-11-01,750.0,Real,Por evento,92874270
36,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2008-04-30,2500.0,Real,Por evento,92874270
37,0901,Segunda via de documento,por copia,2019-08-01,195.0,Real,Por evento,92874270
38,0902,Ressarcimento de despesas-telefonema,por chamada,1996-07-25,0.0,Real,Por evento,92874270
39,0903,Ressarcimento de despesas-fax,por folha,1996-07-25,0.0,Real,Por evento,92874270
40,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,92874270
41,0905,Pagamento de funcionários via relação,por funcionario,2009-11-27,0.0,Real,Por evento,92874270
42,0906,Pagamento de funcionários via meio magnético,por funcionario,2009-11-27,0.0,Real,Por evento,92874270
0,0801,Abertura de crédito,por operacao,2018-03-12,5000.0,Real,Por evento,27098060
0,0101,Confecção de ficha cadastral,por cliente,2018-09-01,45.0,Real,Por evento,13009717
1,0102,Renovação de ficha cadastral,por cliente,2018-09-01,45.0,Real,A cada 180 dias,13009717
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2020-09-01,0.0,Real,Por evento,13009717
3,0201,"Comum, para débito, saque e consultas",por cartao,2022-03-01,10.0,Real,A cada 1440 dias,13009717
4,0203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2018-09-01,9.0,Real,Por evento,13009717
5,0205,Cartão multiplo-nacional-confecção do cartão,por cartao,2022-03-01,10.0,Real,Por evento,13009717
6,0209,Cartão multiplo adicional-nacional-confecção do cartão,por cartao,2022-03-01,10.0,Real,Por evento,13009717
7,0301,Talão-10 folhas,por talao,2018-09-01,25.0,Real,Por evento,13009717
8,0302,Talão-20 folhas (segundo talão no mês),por talao,2018-09-01,50.0,Real,Por evento,13009717
9,0303,Cheque administrativo,por cheque,2018-03-01,30.0,Real,Por evento,13009717
10,0304,Cheque avulso,por cheque,2017-09-01,3.85,Real,Por evento,13009717
11,0305,Cheque devolvido por insuficiência de fundos,por cheque,2019-03-01,58.0,Real,Por evento,13009717
12,0306,Oposição/sustação de pagamento de cheque,por cheque,2017-09-14,15.0,Real,Por evento,13009717
13,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2017-09-14,60.0,Real,Por evento,13009717
14,0311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2011-08-15,1.2,Real,Por evento,13009717
15,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2018-09-01,30.0,Real,Por evento,13009717
16,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2002-12-30,0.05,Percentual,Por evento,13009717
17,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2002-12-30,0.05,Percentual,Por evento,13009717
18,0401,Abertura de conta,por conta,1996-07-25,0.0,Real,Por evento,13009717
19,0402,Manutenção de conta ativa,por conta,2022-03-01,45.0,Real,A cada 30 dias,13009717
20,0403,Manutenção de conta inativa,por conta,2015-08-10,20.0,Real,A cada 30 dias,13009717
21,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2020-09-01,100.0,Real,Por evento,13009717
22,0405,Concessão de cheque especial/conta garantida,por conta,2010-02-14,400.0,Real,Por evento,13009717
23,0406,Renovação de cheque especial/conta garantida,por conta,2015-08-10,250.0,Real,A cada 180 dias,13009717
24,0407,Débito autorizado em conta-corrente,por operacao,2018-09-01,5.0,Real,Por evento,13009717
25,0501,Saque em caixa automática externa/banco 24 horas,por saque,2018-09-01,8.0,Real,Por evento,13009717
26,0502,Emissão de DOC C,por operacao,2020-03-01,20.0,Real,Por evento,13009717
27,0503,Emissão de DOC D,por operacao,2020-03-01,20.0,Real,Por evento,13009717
28,0504,Ordem de Pagamento,por operacao,2020-09-01,35.0,Real,Por evento,13009717
29,0505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,13009717
30,0506,Transferência Eletrônica Disponível - TED,Por Operação,2022-03-01,20.0,Real,Por evento,13009717
31,0601,Em terminal  eletrônico,por emissao,2018-09-01,6.0,Real,Por evento,13009717
32,0602,Por outros meios,por emissao,2020-03-01,6.0,Real,Por evento,13009717
33,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2020-03-01,9.5,Real,Por evento,13009717
34,0701,Entrada por borderô (listagem de titulos),por titulo,1997-01-22,4.0,Real,Por evento,13009717
35,0702,Entrada por meio magnético,por titulo,1997-01-22,4.0,Real,Por evento,13009717
36,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,1997-01-22,2.5,Real,Por evento,13009717
37,0704,Manutenção de título vencido,por titulo,2019-03-01,6.0,Real,A cada 30 dias,13009717
38,0705,Envio para protesto,por titulo,2016-08-15,12.0,Real,Por evento,13009717
39,0706,Sustação de protesto,por titulo,2022-03-01,10.0,Real,Por evento,13009717
40,0801,Abertura de crédito,por operacao,2016-08-15,2000.0,Real,Por evento,13009717
41,0802,Renegociação de dívida,por operacao,2015-08-10,500.0,Real,Por evento,13009717
42,0803,Substituição de garantia,por operacao,2020-03-01,800.0,Real,Por evento,13009717
43,0804,Custódia de cheque pré-datado,por operacao,2017-09-01,5.0,Real,Por evento,13009717
44,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2015-08-10,0.0,Real,Por evento,13009717
45,0901,Segunda via de documento,por copia,2017-09-01,15.0,Real,Por evento,13009717
46,0905,Pagamento de funcionários via relação,por funcionario,2020-09-01,3.5,Real,Por evento,13009717
47,0906,Pagamento de funcionários via meio magnético,por funcionario,2010-02-14,2.5,Real,Por evento,13009717
0,0101,Confecção de ficha cadastral,por cliente,2021-11-17,60.0,Real,Por evento,04913711
1,0102,Renovação de ficha cadastral,por cliente,2021-11-17,50.0,Real,A cada 180 dias,04913711
2,0201,"Comum, para débito, saque e consultas",por cartao,2020-12-03,20.0,Real,A cada 360 dias,04913711
3,0203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2020-12-03,20.0,Real,Por evento,04913711
4,0301,Talão-10 folhas,por talao,2021-11-17,30.0,Real,Por evento,04913711
5,0302,Talão-20 folhas (segundo talão no mês),por talao,2021-11-17,60.0,Real,Por evento,04913711
6,0303,Cheque administrativo,por cheque,2021-11-17,0.4,Percentual,Por evento,04913711
7,0304,Cheque avulso,por cheque,2021-11-17,10.0,Real,Por evento,04913711
8,0305,Cheque devolvido por insuficiência de fundos,por cheque,2021-11-17,80.0,Real,Por evento,04913711
9,0306,Oposição/sustação de pagamento de cheque,por cheque,2021-11-17,30.0,Real,Por evento,04913711
10,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2021-11-17,40.0,Real,Por evento,04913711
11,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2020-01-03,62.0,Real,Por evento,04913711
12,0310,Cobrança de cheque por compensação,por cheque,2021-11-17,3.0,Real,Por evento,04913711
13,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2021-11-17,0.2,Percentual,Por evento,04913711
14,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2021-11-17,0.15,Percentual,Por evento,04913711
15,0401,Abertura de conta,por conta,2020-01-03,0.0,Real,Por evento,04913711
16,0402,Manutenção de conta ativa,por conta,2021-11-17,60.0,Real,A cada 30 dias,04913711
17,0403,Manutenção de conta inativa,por conta,2021-11-17,30.0,Real,A cada 30 dias,04913711
18,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2021-11-17,80.0,Real,Por evento,04913711
19,0405,Concessão de cheque especial/conta garantida,por conta,2013-09-03,3.0,Percentual,Por evento,04913711
20,0406,Renovação de cheque especial/conta garantida,por conta,2020-12-03,3.0,Percentual,A cada 360 dias,04913711
21,0501,Saque em caixa automática externa/banco 24 horas,por saque,2021-11-17,6.5,Real,Por evento,04913711
22,0502,Emissão de DOC C,por operacao,2021-11-17,22.0,Real,Por evento,04913711
23,0503,Emissão de DOC D,por operacao,2021-11-17,22.0,Real,Por evento,04913711
24,0504,Ordem de Pagamento,por operacao,2020-01-03,0.5,Percentual,Por evento,04913711
25,0505,Depósito em outra agência,por operacao,1996-07-25,0.0,Real,Por evento,04913711
26,0506,Transferência Eletrônica Disponível - TED,Por Operação,2021-11-17,22.0,Real,Por evento,04913711
27,0601,Em terminal  eletrônico,por emissao,2020-12-03,4.0,Real,Por evento,04913711
28,0602,Por outros meios,por emissao,2020-12-03,21.0,Real,Por evento,04913711
29,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2020-12-03,40.0,Real,Por evento,04913711
30,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2020-12-03,10.0,Real,Por evento,04913711
31,0704,Manutenção de título vencido,por titulo,2013-09-03,5.0,Real,A cada 30 dias,04913711
32,0801,Abertura de crédito,por operacao,2013-09-03,4.7,Percentual,Por evento,04913711
33,0802,Renegociação de dívida,por operacao,2013-09-03,3.0,Percentual,Por evento,04913711
34,0901,Segunda via de documento,por copia,2020-12-03,60.0,Real,Por evento,04913711
35,0902,Ressarcimento de despesas-telefonema,por chamada,2020-12-03,20.0,Real,Por evento,04913711
36,0905,Pagamento de funcionários via relação,por funcionario,2021-11-17,3.0,Real,Por evento,04913711
37,0906,Pagamento de funcionários via meio magnético,por funcionario,2021-11-17,3.0,Real,Por evento,04913711
